Second_Level_Topic_Label,Keywords,Coherence c_v
Machine Learning for Molecular Simulation and Sampling,"['microscopy', 'genomics', 'photosystem', 'photoexcitation', 'formulations', 'microstructures', 'microstructure', 'unstructured', 'biomolecular', 'mechanisms']",0.30504597360498104
Machine Learning for Pharmaceutical and Healthcare Applications,"['bioinformatics', 'pharmacology', 'drugclip', 'pharmaceutical', 'pharmacological', 'drug', 'pharmacoepidemiology', 'biomarkers', 'datasets', 'pathways']",0.2838100601929743
Machine Learning in Software Development and Engineering,"['pipelines', 'pipeline', 'datasets', 'dataset', 'documentation', 'ai', 'automate', 'documentations', 'supervised', 'development']",0.3679022893916291
Machine Unlearning and Forgetting in Artificial Intelligence,"['unlearning', 'supervised', 'classifiers', 'classifier', 'unlearn', 'relearning', 'unlearns', 'datasets', 'classification', 'overfitting']",0.2670586071438775
Materials Modeling and Design Optimization,"['poromechanics', 'micromechanics', 'biomechanical', 'microstructured', 'micromechanical', 'mechanical', 'geotechnical', 'modeling', 'mechanics', 'micromodel']",0.12905687212401457
Mechanisms and Strategies in Auctions and Voting Systems,"['auctioning', 'bidding', 'auction', 'bids', 'auctionsdecrease', 'auctions', 'auctioneer', 'auctionimpacts', 'bidders', 'advertisements']",0.5617494526217214
Medical Image Analysis,"['fetal', 'surrogates', 'supervised', 'surrogate', 'mapping', 'inception', 'bioimaging', 'reconstructing', 'obstetric', 'cnns']",0.2873958349620996
Meta-Learning and Few-Shot Learning in Machine Learning and NLP,"['recognition', 'recognizing', 'classifiers', 'classifying', 'classifier', 'classification', 'classify', 'supervised', 'features', 'learns']",0.5690434533268124
Misinformation and Disinformation Detection,"['tweets', 'hoaxpedia', 'newsguard', 'newsserow', 'blogs', 'snopes', 'newsgroup', 'credibility', 'newsclippings', 'journalism']",0.19884487719134258
Mitigating Hallucinations in Large Language and Vision-Language Models,"['utterances', 'nlg', 'dialogues', 'nlp', 'textual', 'utterance', 'hallucinatory', 'dialogue', 'speech', 'conversations']",0.492223319213389
Mitigating Spurious Correlations in Machine Learning,"['supervised', 'classifiers', 'classification', 'classifying', 'classifier', 'training', 'datasets', 'retraining', 'trained', 'annotations']",0.5233009581649706
Mixture of Experts (MoE) Models and Their Optimizations,"['optimizers', 'optimizes', 'optimized', 'routes', 'classifiers', 'learns', 'supervised', 'pretraining', 'trained', 'pipelines']",0.31318098138547973
Model and Data Distillation Techniques,"['learns', 'pretraining', 'curriculum', 'training', 'learners', 'distillation', 'learner', 'trained', 'learnt', 'datasets']",0.35668194635473727
Multi-Agent Decision Making and Reinforcement Learning,"['reinforcement', 'simulators', 'learns', 'strategizing', 'simulator', 'optimizes', 'strategies', 'automate', 'queueing', 'learnt']",0.35396175903757776
Multi-Agent Path Planning and Coordination,"['robotics', 'cooperative', 'robot', 'robots', 'robotic', 'coordination', 'distributed', 'autonomous', 'centralized', 'automation']",0.5969617925734416
Multi-Objective Optimization Techniques,"['scheduling', 'programming', 'optimisation', 'metaheuristics', 'automate', 'optimizations', 'workflows', 'optimizers', 'workflow', 'heuristics']",0.4117937301928161
Multi-View Learning and Ensemble Methods,"['views', 'mvdscn', 'cluster', 'clustering', 'mvc', 'clusters', 'supervised', 'multiview', 'view', 'classify']",0.3857768149331616
Multilingual Natural Language Processing,"['multilinguals', 'lingua', 'bilingual', 'multilinguality', 'lingual', 'multilingual', 'corpus', 'macrolanguage', 'linguistic', 'linguistics']",0.3087778212149811
Multimodal Data Analysis for Environmental and Biological Applications,"['spectralcoded', 'datasets', 'dataset', 'hyperspectral', 'multispectral', 'classification', 'classifying', 'spectralgcn', 'supervised', 'classify']",0.30934908216580836
Multimodal Human-Computer Interaction and Communication,"['electromyographic', 'exoskeletons', 'electromyography', 'neurorobotics', 'postures', 'gestures', 'posture', 'amputees', 'gesturing', 'gestureprint']",0.3669956773154586
Multimodal Large Language Models (MLLMs),"['attention', 'attentional', 'captioners', 'utterances', 'captioner', 'captioning', 'supervised', 'annotators', 'annotations', 'contextualization']",0.2945181852713777
Multimodal Learning and Applications,"['multimodal', 'multimodality', 'multimodally', 'mmrec', 'recommender', 'autoencoder', 'mmir', 'contextualize', 'autoencoders', 'bimodal']",0.2525194670110749
Multimodal Learning and Fusion,"['multimodal', 'multimodality', 'multitask', 'multitasking', 'streams', 'workflows', 'multimedia', 'tasks', 'automated', 'datasets']",0.35261357900841883
Multimodal Learning and Model Integration for Healthcare and Multitask Applications,"['adatask', 'multitask', 'supervised', 'learns', 'taskonomy', 'tasks', 'recognizing', 'trained', 'softmax', 'classifiers']",0.30557754269479703
Multimodal Video and Image Understanding,"['contextualized', 'contextual', 'videos', 'contexts', 'videovista', 'videoclip', 'videoagent', 'videollms', 'footage', 'videogpt']",0.2683250274783361
Multimodal Vision-Language Understanding and Generation,"['captioners', 'imageinwords', 'autoencoders', 'captioning', 'imagenet', 'compositions', 'composes', 'composing', 'contextualized', 'retrieval']",0.3222795994395654
Narrative Generation and Analysis in Games and Interactive Media,"['conversational', 'intelligence', 'conversations', 'chatbots', 'brainstorm', 'ai', 'conversation', 'verbalizes', 'cognitive', 'dialogues']",0.4820413573242866
Natural Language Processing (NLP) Techniques and Applications,"['wordings', 'corpus', 'wordnet', 'sentencepiece', 'learns', 'nlp', 'annotating', 'annotators', 'vocabularies', 'memorizing']",0.38486029917236975
Natural Language Processing and Linguistics,"['parsers', 'syntacticize', 'corpus', 'linguistics', 'linguistic', 'treebanking', 'parser', 'utterances', 'treebanks', 'treebank']",0.4689405795976219
Natural Language Processing and Semantic Analysis,"['wordnet', 'wordfs', 'sentencetransformers', 'wordform', 'corpus', 'nlp', 'semantic', 'annotators', 'linguistic', 'lexicography']",0.25620826357606596
Natural Language Processing for Text Analysis and Generation,"['plagiarizing', 'plagiarize', 'plagiarists', 'plagiarized', 'plagiarism', 'plagiarised', 'textual', 'paraphrasing', 'paraphrases', 'texts']",0.3779080627158281
Natural Language Processing for Text Correction and Simplification,"['phonetic', 'pinyin', 'chinesehp', 'mandarin', 'polyphone', 'pronunciations', 'chinese', 'polyphonic', 'pronunciation', 'multilingual']",0.49763677746521495
Natural Language Processing for Text Generation and Evaluation,"['parsers', 'parser', 'nlqs', 'parsing', 'annotators', 'sqlrefiner', 'sql', 'oracle', 'databases', 'parse']",0.3593830458759844
Neural Network Optimization Techniques,"['plannings', 'scheduling', 'haulage', 'optimisation', 'routes', 'planning', 'metaheuristics', 'optimiser', 'traverses', 'logistics']",0.2418907702915908
Neural Networks for Modeling and Control of Dynamical Systems,"['simulations', 'optimizers', 'simulation', 'modelings', 'simulators', 'modelling', 'optimizes', 'simulating', 'simulated', 'benchmarks']",0.3568969307520116
Neuroimaging and Deep Learning for Brain Disorder Diagnosis and Analysis,"['fmri', 'deepmsp', 'deepfdr', 'autoencoders', 'neural', 'neurodegeneration', 'autoencoder', 'biomarker', 'cortex', 'embeddings']",0.25047358392193814
Nonlinear Dynamics and Differential Equations Analysis,"['observables', 'discretizations', 'koopman', 'observable', 'discretization', 'dynamical', 'discretisation', 'nonlinear', 'discretized', 'linearizations']",0.3153343162707112
Object Detection and Signal Processing in Underwater Environments,"['sonar', 'birdnet', 'recordings', 'recording', 'wildlife', 'supervised', 'bioacoustics', 'audiovisual', 'bioacoustic', 'classifier']",0.2346731552567592
Online Advertising and E-commerce Search Optimization,"['ctr', 'recommender', 'features', 'predicting', 'cvr', 'feature', 'functionality', 'msr', 'advertiser', 'leveraging']",0.2927174898042126
"Optical and Photonic Technologies for Imaging, Sensing, and Computing","['imaging', 'phases', 'microscopy', 'optics', 'photonics', 'nanobeamnn', 'optimizers', 'phase', 'microscope', 'reflectance']",0.22953947370664793
Optimal Transport and Wasserstein Metrics for Machine Learning and Optimization,"['manifolds', 'manifold', 'metrics', 'supervised', 'clustering', 'riemannian', 'geodesics', 'metric', 'metricity', 'diffeomorphisms']",0.46381195519304824
Optimization Methods and Algorithms,"['optimizer', 'optimizers', 'optimising', 'optimizing', 'optimises', 'optimizations', 'optimisation', 'optimize', 'optimized', 'optimizes']",0.26912855916050993
Optimization Methods for Distributed Deep Learning,"['backpropagation', 'gradients', 'tensorflow', 'classifiers', 'benchmarks', 'subgradients', 'optimisers', 'optimizers', 'classifier', 'algorithms']",0.32503063989256864
Optimization Methods for Power Grid Management,"['powerflownet', 'safepowergraph', 'powergraph', 'powerflowmultinet', 'networks', 'nodes', 'blackout', 'classifiers', 'generator', 'faults']",0.2948294195162219
Optimization and Efficiency of Large Language Models,"['autoencoder', 'encoder', 'quantizer', 'quantization', 'quantizations', 'encoders', 'quantizing', 'encode', 'decoder', 'quantizers']",0.2135113595193375
Optimization and Learning in Bandit and Game-Theoretic Settings,"['bandit', 'banditq', 'bandits', 'reinforcement', 'strategies', 'rewards', 'strategy', 'reward', 'leveraging', 'rewarding']",0.5266280447689546
Optimization and Learning in Complex Systems,"['bioinformatics', 'genomics', 'sequencing', 'genomic', 'automated', 'sequencer', 'assembler', 'automation', 'computing', 'genome']",0.3474013098653114
Optimization and Management of Computing Resources and Information Systems,"['microservices', 'microservice', 'utilization', 'workloads', 'cloud', 'microservo', 'service', 'services', 'kubernetes', 'performance']",0.4569932100293281
Optimization of Resource Allocation and Incentives in Dynamic Systems,"['ridesharing', 'intercity', 'taxis', 'dispatching', 'transportation', 'routes', 'taxi', 'passengers', 'reinforcement', 'autonomous']",0.5412501481685528
Particle Physics and Accelerator Technologies,"['bayesian', 'procedures', 'tutorials', 'probabilistic', 'implementations', 'routines', 'modelling', 'methodology', 'documentation', 'analyses']",0.23873739693025983
Pavement Crack Detection and Analysis using Deep Learning Techniques,"['cracks', 'crack', 'cracked', 'cracking', 'segmentation', 'inspection', 'crackmamba', 'segmenting', 'classifier', 'segmentations']",0.4319555267754952
Persona-Based Natural Language Processing,"['dialogues', 'dialogue', 'dialog', 'utterances', 'conversational', 'roleglm', 'persona', 'personas', 'roleeval', 'skills']",0.44106421574661814
Physics-Informed Machine Learning for Differential Equations and Fluid Dynamics,"['tensorflow', 'pinn', 'matlab', 'backpropagation', 'optimizers', 'pinns', 'nonlinear', 'classifier', 'rnns', 'dpinn']",0.29724945008710485
Point Cloud Processing and Registration,"['autoencoder', 'encoders', 'shapenet', 'encoding', 'datasets', 'coder', 'mappings', 'features', 'architectures', 'clouds']",0.3223176775845203
Predictive Maintenance and Fault Detection in Industrial Systems,"['classifier', 'machinery', 'svm', 'bearings', 'classifiers', 'maintenance', 'classification', 'automation', 'datasets', 'monitoring']",0.3436771286771021
Predictive Modeling for Time-to-Event Outcomes and Battery Health,"['prognosis', 'prognostics', 'classification', 'supervised', 'topics', 'datasets', 'dataset', 'clinical', 'predicting', 'annotate']",0.3404516360000692
Probabilistic Methods for Sampling and Decision Making,"['mcmc', 'posteriors', 'markov', 'markovian', 'posterior', 'mc', 'dmc', 'bayesian', 'bayesmbar', 'sampling']",0.4124488801136158
Probabilistic Modeling and Inference,"['probabilistic', 'computing', 'modelling', 'modelled', 'algorithmic', 'utility', 'learnspn', 'leveraging', 'bayesian', 'algorithms']",0.3116637356723566
Process Analysis and Adaptive Learning in Dynamic Data Environments,"['bpm', 'workflows', 'bpmn', 'processes', 'workflow', 'process', 'logs', 'modelling', 'patterns', 'application']",0.3472090828832891
Quantization and Compression Techniques for Deep Learning Models,"['imagenet', 'convnets', 'cnns', 'quantization', 'cnn', 'autoencoders', 'imagenette', 'quanvolutional', 'dnnfusion', 'autoencoder']",0.30261485883874895
Quantum and Neuromorphic Computing,"['computational', 'qmls', 'implementations', 'algorithms', 'quantumleak', 'computing', 'classification', 'qml', 'algorithmic', 'computationally']",0.3149453705138723
Question Answering and Reasoning Systems,"['querysets', 'annotators', 'queries', 'wikisql', 'querying', 'retrieval', 'semantic', 'questionnaires', 'sparql', 'annotating']",0.3380933204318003
Radiology Report Generation and Evaluation,"['annotations', 'annotating', 'annotators', 'annotation', 'datasets', 'supervised', 'annotate', 'pubmedvision', 'biomedclip', 'dataset']",0.44785257048629185
"Reasoning and Problem-Solving with Logic, Language, and Graphs","['satisfiability', 'formalizations', 'logics', 'formalization', 'formalisation', 'formalized', 'formalizing', 'unsatisfiability', 'propositional', 'formalize']",0.13764916844987618
Recommender Systems and Personalization Techniques,"['gdpr', 'recommending', 'recommender', 'recommenders', 'csr', 'cdsr', 'recommends', 'datasets', 'dataset', 'recommendation']",0.30348533962160207
Reinforcement Learning Applications and Methodologies,"['microgrids', 'microgrid', 'automate', 'optimisation', 'optimsation', 'optimizers', 'optimizer', 'utility', 'optimise', 'optimising']",0.272470305318617
Reinforcement Learning Methods and Applications,"['optimizers', 'mastering', 'optimizer', 'learns', 'automate', 'optimization', 'optimisation', 'backpropagation', 'flowcharts', 'softmax']",0.3061979491181402
Retinal Imaging and Analysis in Ophthalmology,"['deepeyenet', 'retina', 'retinal', 'macular', 'ophthalmology', 'vision', 'ophthalmologist', 'ophthalmologists', 'retinopathy', 'imaging']",0.5462304497380186
Robot Navigation and Locomotion,"['locomotion', 'locomote', 'locomotor', 'gaits', 'gait', 'robotics', 'robotized', 'robotdog', 'humanoid', 'robotic']",0.3281846425923851
Robotics and Artificial Intelligence,"['robotized', 'robot', 'robotic', 'robotscript', 'robotics', 'requirements', 'facilitates', 'automation', 'capability', 'robots']",0.4560205468090855
Robotics and Autonomous Systems,"['unmanned', 'drone', 'drones', 'hypervisor', 'robotics', 'softmac', 'hardware', 'robot', 'robotic', 'processors']",0.36724277794687565
Robust Regression Methods,"['lasso', 'lassoglm', 'optimizations', 'penalized', 'regularization', 'glmnet', 'regularized', 'minimizers', 'features', 'regressions']",0.3212329743233076
Satellite Data Analysis and Space Object Tracking,"['supervised', 'landforms', 'datasets', 'cropnet', 'watershed', 'classification', 'vegetation', 'dataset', 'lowlands', 'forests']",0.2873230199989549
Security and Privacy in Artificial Intelligence Systems,"['privacy', 'anonymizations', 'privacyguard', 'anonymization', 'anonymizing', 'anonymized', 'adversarially', 'confidentiality', 'adversarial', 'cnns']",0.32417010969953947
Self-Supervised Learning and Representation Learning,"['classifying', 'classification', 'supervised', 'classify', 'classifier', 'classifiers', 'classifications', 'datasets', 'labeled', 'dataset']",0.6384217587367171
Self-Supervised Representation Learning,"['autoencoders', 'autoencoder', 'disentangling', 'generative', 'encoder', 'encoders', 'decoder', 'convnets', 'encode', 'supervised']",0.45392308482068894
Sensor Fusion and Perception for Autonomous Driving,"['radar', 'radars', 'radarocc', 'transmit', 'transmitting', 'signals', 'mimo', 'signal', 'modulation', 'precoders']",0.5629127801540591
Sentiment Analysis,"['sentiment', 'wordnet', 'classifiers', 'sentiments', 'classifier', 'classifying', 'linguistic', 'lexicons', 'linguistics', 'keywords']",0.3645649232706449
Sepsis Management and Treatment Optimization,"['healthgat', 'biomarker', 'biobank', 'datasets', 'classifier', 'classification', 'classifiers', 'dataset', 'diabetes', 'autoprognosis']",0.32724771694447874
Signal Processing and Analysis in Biomedical and Geophysical Applications,"['epileptic', 'epilepsy', 'electroencephalogram', 'seizures', 'electroencephalograms', 'seizure', 'eegencoder', 'electroencephalografic', 'electroencephalographic', 'electroencephalography']",0.3453673888459579
Social Media Misbehavior Detection and Analysis,"['tweets', 'abuseanalyzer', 'mitigation', 'keywords', 'classifier', 'mitigating', 'corpus', 'nlp', 'threats', 'svm']",0.43049077753813964
Social Media and Information Dynamics,"['tweets', 'keywords', 'microblogs', 'predicting', 'microblog', 'datasets', 'profiling', 'classifiers', 'retweets', 'classifying']",0.2173193381954258
Solar Flare Prediction using Magnetograms,"['datasets', 'classification', 'classifiers', 'detections', 'nasa', 'features', 'supervised', 'dataset', 'classifier', 'spacecraft']",0.3636126720089865
Spatiotemporal Forecasting and Prediction in Transportation Systems,"['traffic', 'urbangpt', 'trajectories', 'highways', 'graphs', 'graphfl', 'roads', 'graphmlp', 'roadways', 'forecasting']",0.3129358522103337
Speaker Privacy and Security in Voice Systems,"['adversarial', 'voice', 'speech', 'attacks', 'spoofing', 'attacker', 'utterances', 'attack', 'adversary', 'spoof']",0.507147798452417
Speech Processing and Recognition Systems,"['speechdat', 'speechlms', 'voicebots', 'voicebot', 'speechlm', 'speechgpt', 'languagenet', 'speakernet', 'utterances', 'voicebox']",0.22709478342920483
Speech and Language Processing,"['speechcomposer', 'speechclip', 'speechcodes', 'transcribe', 'speechx', 'speechdpr', 'speechverse', 'transcription', 'corpus', 'transcribing']",0.1709919104721609
Speech and Voice Synthesis,"['speechflow', 'voiceflow', 'styletalker', 'vocalization', 'voiceshop', 'voice', 'speechtokenizer', 'talkformer', 'facetalk', 'multimodal']",0.3274080027784977
State Estimation and System Identification,"['kalmannet', 'systems', 'models', 'adaptive', 'modeling', 'uncertainties', 'adaptively', 'modelic', 'forecasting', 'predicting']",0.3128472249789686
Stochastic Methods for Sampling and Dynamics,"['sampling', 'simulations', 'benchmarks', 'modelling', 'samples', 'algorithms', 'modeling', 'simulation', 'benchmark', 'implementations']",0.331678308020413
Surrogate Modeling for Machine Learning and Prediction,"['fermentation', 'biomanufacturing', 'bioprocess', 'modelling', 'reliability', 'optimisation', 'classifier', 'modeling', 'optimizer', 'produce']",0.35584229232523673
Sustainable AI and Digital Agriculture Innovations,"['renewable', 'energy', 'sustainable', 'sustainability', 'utilization', 'optimizes', 'efficiency', 'ecodesign', 'optimized', 'optimize']",0.4411773367031909
Synthetic Data Generation and Applications,"['datasets', 'gan', 'dataset', 'gans', 'adversarial', 'data', 'rnns', 'rnn', 'autoencoders', 'ehrs']",0.43657365901248235
Technology Adoption and Acceptance in Various Domains,"['automl', 'automate', 'automating', 'automated', 'workflows', 'automation', 'workflow', 'categorizes', 'classification', 'functionality']",0.5433347494974152
Temporal Knowledge Graph Reasoning and Question Answering,"['semantic', 'hypergraph', 'relational', 'semantics', 'hypergraphs', 'patterns', 'programming', 'textual', 'knowledge', 'graphs']",0.5193328143290802
Tensor Methods and Applications,"['tensorflow', 'tensorized', 'tensorize', 'tensorization', 'tensors', 'tensor', 'optimizers', 'tensorial', 'vectorized', 'algorithms']",0.26897142670416135
Text-Guided Visual Content Generation and Editing,"['multimodal', 'imagenet', 'captioner', 'photoshop', 'images', 'autoencoders', 'captioning', 'editing', 'text', 'photographic']",0.3187088857387135
Time Series Analysis and Prediction,"['classifiers', 'classification', 'datasets', 'forecasting', 'leveraging', 'svm', 'classifier', 'forecaster', 'dataset', 'predicting']",0.40583079891356827
Toxicity Detection and Mitigation in Natural Language Processing,"['detoxifier', 'detoxifying', 'detoxification', 'detoxify', 'detoxified', 'detox', 'detoxifies', 'detoxigen', 'detoxication', 'toxicity']",0.49352046209626776
Transparency and Explainability in AI Systems,"['annotations', 'nlp', 'interpretability', 'ai', 'supervised', 'linguistic', 'verbosity', 'conversational', 'semantic', 'descriptions']",0.3788257071146736
Transportation and Mobility Analysis,"['migratory', 'migration', 'trajectories', 'traveling', 'journeys', 'mobility', 'travel', 'mobilitygpt', 'travelers', 'migrants']",0.27014560252256004
Uncertainty Estimation and Quantification in Machine Learning,"['predicting', 'forecasting', 'predictability', 'prediction', 'predicts', 'conformalize', 'forecasters', 'conformalized', 'forecasts', 'predict']",0.45537741385593034
Unmanned Aerial Vehicle (UAV) Systems and Technologies,"['uav', 'uavs', 'unmanned', 'helicopter', 'drone', 'drones', 'aerial', 'quadrotor', 'onboard', 'quadrotors']",0.4876044304585438
Urban Planning and Analysis with AI and Data-Driven Approaches,"['datasets', 'neighborhoods', 'supervised', 'dataset', 'neighbourhood', 'neighbourhoods', 'classifying', 'streetview', 'urbanisation', 'cnns']",0.25676285190959436
Variational Methods for Bayesian Modeling and Generative Learning,"['optimizers', 'optimizer', 'variational', 'supervised', 'optimizes', 'adaptively', 'classifier', 'optimizing', 'adaptive', 'hyperparameters']",0.4276481339805211
Video and Image Processing Techniques,"['keyframes', 'videos', 'videoxum', 'keyframe', 'animation', 'animated', 'animations', 'video', 'animate', 'dubbed']",0.4862171750570222
Visible-Infrared Person Re-identification,"['supervised', 'dataset', 'matching', 'datasets', 'pedestrian', 'cnn', 'retrieval', 'recognize', 'pedestrians', 'features']",0.29972924903156367
Vision-Language Models and Multimodal Learning,"['deepmind', 'imagenet', 'conceptnet', 'datasets', 'features', 'scaling', 'learns', 'supervised', 'trained', 'cnn']",0.3548695684219238
Visual and Spatial Reasoning in Artificial Intelligence,"['gestures', 'interactive', 'robotic', 'robot', 'gesture', 'robotics', 'routines', 'interact', 'supervised', 'functionality']",0.42904250849981623
Weakly Supervised Computer Vision,"['scenes', 'imagenet', 'semantickitti', 'segmentations', 'cnn', 'segmentation', 'cnns', 'vision', 'fusionvision', 'depth']",0.37101283986790723
